,Order Date,Product Name,Category,Region,Quantity,Sales,Profit
1739,2024-04-20,Tablet,Electronics,East,8,3976,1170.36
1740,2023-12-26,Smartphone,Electronics,East,9,828,59.99
1741,2023-04-05,Headphones,Accessories,West,7,2457,388.11
1742,2023-08-02,Camera,Electronics,North,4,3924,298.07
1743,2022-11-30,Headphones,Accessories,West,2,2018,227.75
1744,2024-09-08,Monitor,Accessories,West,3,2043,479.9
1745,2024-06-07,Printer,Office,West,5,1035,187.12
1746,2023-08-12,Smartwatch,Electronics,North,6,2724,675.53
1747,2023-05-02,Camera,Electronics,East,1,1120,127.32
1748,2024-10-26,Monitor,Accessories,North,6,3438,631.95
1749,2022-09-27,Smartwatch,Electronics,West,5,3170,379.27
1750,2023-06-25,Smartwatch,Electronics,East,4,660,83.96
1751,2022-11-05,Tablet,Electronics,East,7,4669,1088.15
1752,2022-08-12,Smartwatch,Electronics,West,5,1045,89.0
1753,2022-02-27,Keyboard,Accessories,North,4,2724,229.47
1754,2023-09-14,Headphones,Accessories,West,8,5312,1583.0
1755,2024-11-23,Tablet,Electronics,West,4,4252,445.18
1756,2024-10-09,Printer,Office,East,7,8057,1652.27
1757,2023-06-20,Keyboard,Accessories,South,7,2023,274.25
1758,2024-03-16,Monitor,Accessories,South,8,9416,2125.54
1759,2023-11-27,Monitor,Accessories,East,8,7560,494.34
1760,2023-01-08,Monitor,Accessories,West,2,828,50.07
1761,2023-12-07,Mouse,Accessories,West,1,527,27.45
1762,2022-09-11,Keyboard,Accessories,North,2,1160,206.49
1763,2022-03-29,Mouse,Accessories,West,5,5430,310.86
1764,2024-01-15,Tablet,Electronics,South,7,6874,454.53
1765,2023-07-12,Printer,Office,East,8,8952,1825.37
1766,2022-06-06,Mouse,Accessories,East,8,416,67.81
1767,2023-11-18,Smartphone,Electronics,South,3,1680,140.27
1768,2022-08-27,Mouse,Accessories,South,7,4340,383.9
1769,2022-01-16,Laptop,Electronics,West,9,7650,2130.82
1770,2024-04-03,Smartwatch,Electronics,West,8,6328,412.76
1771,2022-08-19,Keyboard,Accessories,West,2,1312,344.0
1772,2022-01-21,Camera,Electronics,East,9,8055,2300.17
1773,2022-03-19,Camera,Electronics,South,2,840,153.61
1774,2023-03-16,Tablet,Electronics,South,9,9423,2794.89
1775,2023-12-30,Monitor,Accessories,North,8,6520,1113.12
1776,2022-10-20,Laptop,Electronics,North,3,1950,116.12
1777,2023-10-16,Camera,Electronics,South,6,5928,1177.2
1778,2023-07-29,Camera,Electronics,South,7,4809,1418.72
1779,2023-06-04,Smartphone,Electronics,West,4,356,23.4
1780,2023-04-28,Laptop,Electronics,South,2,570,94.39
1781,2022-05-13,Monitor,Accessories,East,7,7791,907.96
1782,2024-05-10,Smartwatch,Electronics,East,4,4168,494.48
1783,2023-08-21,Tablet,Electronics,North,2,684,183.85
1784,2024-01-05,Smartphone,Electronics,East,7,3857,447.99
1785,2024-09-07,Camera,Electronics,North,5,3250,699.99
1786,2023-08-03,Printer,Office,North,6,1194,79.62
1787,2023-05-07,Laptop,Electronics,West,6,3486,320.91
1788,2022-08-05,Monitor,Accessories,West,7,1554,370.97
1789,2024-07-19,Smartwatch,Electronics,North,3,2601,463.36
1790,2022-11-15,Headphones,Accessories,West,4,3616,745.75
1791,2023-02-01,Mouse,Accessories,West,5,3350,986.33
1792,2023-12-20,Smartwatch,Electronics,South,5,2545,588.47
1793,2024-08-26,Monitor,Accessories,East,1,545,68.28
1794,2023-12-19,Mouse,Accessories,North,7,1470,178.85
1795,2023-11-30,Camera,Electronics,South,3,3126,870.95
1796,2024-12-27,Laptop,Electronics,West,3,1368,302.29
1797,2024-12-21,Headphones,Accessories,East,9,7083,1353.39
1798,2024-01-28,Printer,Office,East,2,1994,453.74
1799,2022-09-03,Camera,Electronics,North,4,4716,1084.16
1800,2024-02-29,Monitor,Accessories,South,1,975,125.85
1801,2023-04-21,Smartphone,Electronics,West,9,9891,1774.03
1802,2024-05-24,Smartwatch,Electronics,South,2,626,159.49
1803,2024-05-19,Monitor,Accessories,East,8,5632,1620.04
1804,2024-09-10,Printer,Office,West,3,2568,734.6
1805,2023-09-12,Tablet,Electronics,East,7,5285,629.07
1806,2023-11-08,Camera,Electronics,East,2,516,122.77
1807,2022-05-31,Monitor,Accessories,East,3,2139,503.08
1808,2023-01-05,Laptop,Electronics,East,9,8136,1923.89
1809,2024-10-25,Laptop,Electronics,West,5,2130,318.99
1810,2024-04-01,Headphones,Accessories,South,5,3445,202.15
1811,2024-12-16,Tablet,Electronics,East,8,5376,429.84
1812,2023-08-05,Printer,Office,West,6,3006,730.14
1813,2022-12-31,Headphones,Accessories,North,7,3941,1113.85
1814,2023-03-10,Monitor,Accessories,North,5,3350,389.95
1815,2024-05-05,Printer,Office,South,3,2019,265.44
1816,2022-06-09,Headphones,Accessories,North,8,2416,403.38
1817,2022-05-13,Monitor,Accessories,West,8,6160,684.71
1818,2022-04-07,Printer,Office,East,4,2796,682.65
1819,2024-12-19,Smartwatch,Electronics,South,7,7700,1573.41
1820,2024-06-17,Smartwatch,Electronics,West,5,2095,193.93
1821,2024-09-25,Camera,Electronics,North,5,5990,1548.62
1822,2024-12-27,Smartwatch,Electronics,North,2,1206,307.02
1823,2024-03-15,Smartwatch,Electronics,South,5,1330,285.78
1824,2022-07-25,Camera,Electronics,West,6,2706,766.68
1825,2023-01-14,Laptop,Electronics,East,3,426,50.8
1826,2024-11-13,Tablet,Electronics,West,1,414,50.26
1827,2024-06-29,Laptop,Electronics,East,5,5465,546.33
1828,2024-05-22,Tablet,Electronics,South,3,726,71.06
1829,2022-04-30,Smartwatch,Electronics,East,1,1001,225.75
1830,2022-02-16,Mouse,Accessories,West,9,7362,1866.65
1831,2022-05-14,Keyboard,Accessories,East,4,2284,576.59
1832,2022-12-17,Tablet,Electronics,East,4,2940,566.36
1833,2023-05-16,Printer,Office,South,4,3068,868.89
1834,2024-08-07,Smartphone,Electronics,North,3,3477,862.21
1835,2024-08-04,Smartwatch,Electronics,West,9,4014,204.48
1836,2024-08-07,Monitor,Accessories,North,8,7200,804.53
1837,2024-04-03,Smartwatch,Electronics,West,3,735,134.53
1838,2023-01-31,Monitor,Accessories,East,3,2964,446.54
1839,2022-03-25,Camera,Electronics,West,9,3699,276.07
1840,2022-05-14,Printer,Office,West,3,1563,221.62
1841,2023-07-13,Mouse,Accessories,South,2,124,32.27
1842,2023-07-03,Mouse,Accessories,North,2,416,71.68
1843,2023-03-07,Camera,Electronics,South,8,2624,294.24
1844,2024-11-04,Headphones,Accessories,East,4,1636,134.85
1845,2023-12-24,Headphones,Accessories,East,8,8200,1978.93
1846,2022-03-10,Mouse,Accessories,East,5,5615,715.58
1847,2022-09-30,Printer,Office,East,5,3085,413.52
1848,2024-12-07,Keyboard,Accessories,South,6,3198,913.76
1849,2022-02-13,Camera,Electronics,West,4,1848,374.66
1850,2023-04-11,Smartwatch,Electronics,North,4,652,116.06
1851,2022-11-22,Mouse,Accessories,South,6,2940,609.99
1852,2022-05-29,Headphones,Accessories,East,4,3912,454.89
1853,2022-10-09,Tablet,Electronics,South,8,9392,891.07
1854,2022-10-21,Monitor,Accessories,West,1,312,43.01
1855,2023-11-24,Laptop,Electronics,East,9,7731,1459.74
1856,2023-06-23,Tablet,Electronics,West,1,1081,229.32
1857,2023-08-16,Smartphone,Electronics,West,6,1926,393.01
1858,2022-07-26,Monitor,Accessories,East,3,936,88.51
1859,2024-12-29,Laptop,Electronics,South,9,8550,1970.98
1860,2023-08-24,Monitor,Accessories,North,4,2468,457.51
1861,2023-09-04,Tablet,Electronics,West,3,801,90.34
1862,2023-01-03,Laptop,Electronics,East,9,2655,701.11
1863,2023-11-30,Smartwatch,Electronics,West,8,3928,700.38
1864,2024-07-11,Monitor,Accessories,East,8,6488,1438.34
1865,2024-02-03,Headphones,Accessories,West,9,7695,1749.26
1866,2023-07-19,Headphones,Accessories,West,2,1856,468.19
1867,2022-04-14,Smartwatch,Electronics,North,7,1519,403.63
1868,2024-01-19,Tablet,Electronics,West,3,3549,996.05
1869,2024-09-12,Laptop,Electronics,East,3,1656,378.84
1870,2024-08-24,Keyboard,Accessories,North,7,812,175.55
1871,2022-12-25,Mouse,Accessories,North,5,3730,864.41
1872,2023-12-24,Monitor,Accessories,South,1,1161,210.87
1873,2022-05-18,Headphones,Accessories,North,3,2256,282.52
1874,2024-09-28,Monitor,Accessories,East,1,359,78.17
1875,2024-03-23,Headphones,Accessories,East,2,130,11.1
1876,2022-09-26,Mouse,Accessories,South,8,4248,831.54
1877,2024-10-04,Camera,Electronics,South,5,1825,221.47
1878,2024-09-25,Keyboard,Accessories,East,2,876,224.01
1879,2023-01-03,Camera,Electronics,North,9,9180,2752.84
1880,2024-03-26,Monitor,Accessories,West,5,1765,160.89
1881,2022-10-06,Monitor,Accessories,South,2,1504,164.51
1882,2022-06-30,Keyboard,Accessories,South,9,1881,430.78
1883,2022-01-16,Keyboard,Accessories,East,9,7425,1533.72
1884,2022-10-16,Tablet,Electronics,East,9,720,192.83
1885,2024-05-07,Smartphone,Electronics,West,5,2985,698.22
1886,2022-01-04,Laptop,Electronics,North,9,711,200.11
1887,2024-08-13,Printer,Office,South,6,6276,1396.25
1888,2023-01-13,Mouse,Accessories,East,7,7966,955.8
1889,2023-03-14,Headphones,Accessories,East,8,4200,854.89
1890,2024-05-17,Laptop,Electronics,East,7,455,80.0
1891,2024-10-15,Keyboard,Accessories,South,8,5040,465.36
1892,2023-09-11,Mouse,Accessories,East,1,856,87.69
1893,2023-07-20,Monitor,Accessories,West,5,5230,385.77
1894,2022-03-19,Laptop,Electronics,South,5,4635,769.03
1895,2024-12-07,Laptop,Electronics,East,6,5508,360.28
1896,2023-06-06,Smartphone,Electronics,North,1,258,27.01
1897,2023-07-13,Smartphone,Electronics,East,1,677,88.41
1898,2023-07-10,Monitor,Accessories,West,5,4545,755.05
1899,2024-09-09,Smartphone,Electronics,South,5,4370,1255.36
1900,2023-01-06,Keyboard,Accessories,East,3,372,57.51
1901,2024-09-05,Camera,Electronics,West,9,3177,629.96
1902,2023-04-19,Printer,Office,South,7,1659,127.48
1903,2023-04-20,Tablet,Electronics,South,3,3360,759.31
1904,2023-03-02,Smartphone,Electronics,West,2,1132,290.56
1905,2024-10-05,Smartwatch,Electronics,East,5,1815,468.62
1906,2023-11-11,Mouse,Accessories,North,1,459,125.19
1907,2023-11-15,Smartphone,Electronics,West,1,1128,73.74
1908,2024-10-30,Monitor,Accessories,East,6,1170,104.63
1909,2022-08-01,Smartwatch,Electronics,North,5,4420,380.69
1910,2024-02-29,Smartphone,Electronics,West,6,456,69.15
1911,2024-02-25,Tablet,Electronics,North,2,1458,154.79
1912,2024-06-24,Monitor,Accessories,West,7,2989,197.58
1913,2024-12-20,Camera,Electronics,North,4,3424,845.68
1914,2024-10-14,Mouse,Accessories,West,2,1226,124.25
1915,2024-11-16,Laptop,Electronics,North,8,6760,1097.63
1916,2023-09-25,Smartphone,Electronics,West,1,111,13.61
1917,2023-06-09,Printer,Office,North,5,3275,222.29
1918,2024-09-08,Headphones,Accessories,North,3,2508,498.69
1919,2024-09-01,Keyboard,Accessories,South,8,904,202.35
1920,2024-09-05,Printer,Office,West,3,1506,427.84
1921,2022-10-23,Smartphone,Electronics,South,3,987,97.01
1922,2022-01-29,Smartphone,Electronics,East,7,2968,728.94
1923,2022-03-17,Mouse,Accessories,South,5,4200,746.86
1924,2024-01-16,Smartwatch,Electronics,North,5,1645,313.66
1925,2024-11-25,Printer,Office,East,3,3282,492.59
1926,2022-02-13,Headphones,Accessories,East,9,4914,1160.45
1927,2023-03-30,Laptop,Electronics,North,6,3924,762.96
1928,2023-09-12,Headphones,Accessories,South,6,420,65.62
1929,2024-06-28,Printer,Office,West,4,1544,106.02
1930,2022-08-29,Headphones,Accessories,East,2,2046,233.47
1931,2023-11-22,Headphones,Accessories,West,2,1548,157.48
1932,2023-05-10,Keyboard,Accessories,North,4,3184,478.27
1933,2024-10-17,Printer,Office,South,5,3385,774.86
1934,2023-10-11,Monitor,Accessories,North,1,59,10.32
1935,2024-05-18,Monitor,Accessories,South,8,5976,1016.99
1936,2023-01-30,Mouse,Accessories,West,3,1791,122.5
1937,2023-01-13,Smartwatch,Electronics,West,2,1644,189.32
1938,2024-05-17,Tablet,Electronics,West,8,6584,544.62
1939,2022-08-03,Headphones,Accessories,East,5,1620,325.87
1940,2024-02-06,Mouse,Accessories,West,9,2736,407.22
1941,2024-04-11,Monitor,Accessories,South,4,1064,274.47
1942,2024-06-18,Camera,Electronics,South,7,2667,363.5
1943,2023-04-03,Headphones,Accessories,South,3,735,217.79
1944,2024-12-18,Laptop,Electronics,East,1,58,11.25
1945,2023-04-25,Camera,Electronics,South,7,3136,850.3
1946,2023-09-17,Mouse,Accessories,East,4,3936,374.34
1947,2022-11-23,Smartphone,Electronics,East,9,6102,947.91
1948,2024-05-17,Smartphone,Electronics,North,8,9408,552.44
1949,2022-12-14,Mouse,Accessories,South,9,7875,1243.56
1950,2024-10-13,Keyboard,Accessories,North,9,9900,576.8
1951,2024-10-16,Keyboard,Accessories,North,2,430,114.91
1952,2023-09-18,Mouse,Accessories,South,3,813,238.1
1953,2023-12-09,Camera,Electronics,South,4,4176,980.11
1954,2023-10-02,Camera,Electronics,South,4,3084,348.38
1955,2022-03-31,Mouse,Accessories,West,7,8008,1593.65
1956,2024-06-12,Smartwatch,Electronics,South,4,4608,963.5
1957,2024-06-16,Headphones,Accessories,West,4,4356,614.62
1958,2023-09-04,Printer,Office,South,1,566,169.17
1959,2022-12-02,Laptop,Electronics,East,7,945,75.21
1960,2022-11-12,Smartwatch,Electronics,North,4,2200,484.33
1961,2024-12-30,Mouse,Accessories,North,1,746,131.25
1962,2024-12-06,Monitor,Accessories,East,5,3505,678.18
1963,2024-05-26,Monitor,Accessories,East,5,4795,819.12
1964,2024-10-20,Monitor,Accessories,North,5,4590,650.05
1965,2023-05-04,Monitor,Accessories,North,4,2092,467.02
1966,2024-05-09,Mouse,Accessories,South,8,3568,334.13
1967,2023-12-07,Smartphone,Electronics,West,9,10404,2028.21
1968,2022-12-10,Printer,Office,South,9,7029,1005.58
1969,2022-11-21,Laptop,Electronics,West,8,664,126.6
1970,2024-11-20,Tablet,Electronics,West,3,1923,274.0
1971,2022-11-30,Printer,Office,West,7,2471,566.51
1972,2024-01-03,Smartphone,Electronics,North,2,258,64.12
1973,2024-10-29,Smartwatch,Electronics,East,9,1134,267.26
1974,2024-09-24,Headphones,Accessories,East,5,855,238.83
1975,2024-04-09,Smartwatch,Electronics,West,9,3231,670.85
1976,2024-09-05,Tablet,Electronics,South,7,3591,266.59
1977,2024-02-03,Camera,Electronics,East,2,254,20.48
1978,2023-03-17,Smartphone,Electronics,South,5,5930,1193.32
1979,2024-07-15,Headphones,Accessories,West,2,1344,297.99
1980,2023-03-20,Laptop,Electronics,East,1,920,98.31
1981,2022-08-28,Printer,Office,North,9,5454,385.51
1982,2022-12-01,Laptop,Electronics,West,8,9512,663.23
1983,2023-01-21,Mouse,Accessories,North,4,2972,827.46
1984,2024-05-23,Smartwatch,Electronics,West,3,3360,465.02
1985,2022-10-24,Tablet,Electronics,West,4,1004,240.13
1986,2024-12-25,Headphones,Accessories,West,2,1944,332.55
1987,2023-09-18,Monitor,Accessories,East,5,5055,1200.09
1988,2022-07-18,Smartwatch,Electronics,West,2,128,8.33
1989,2024-03-09,Smartphone,Electronics,East,3,633,163.03
1990,2022-12-14,Printer,Office,South,3,2523,506.7
1991,2023-11-06,Printer,Office,West,1,196,39.6
1992,2022-02-11,Printer,Office,East,9,4212,552.96
1993,2024-03-28,Monitor,Accessories,North,1,63,17.29
1994,2023-07-02,Mouse,Accessories,South,8,2752,394.66
1995,2024-11-11,Mouse,Accessories,West,3,1989,419.61
1996,2024-03-09,Laptop,Electronics,East,8,8032,466.19
1997,2022-01-21,Tablet,Electronics,South,6,3702,407.34
1998,2022-10-17,Smartwatch,Electronics,East,8,456,90.24
1999,2023-02-10,Camera,Electronics,West,7,5355,1143.16
2000,2024-03-04,Camera,Electronics,West,1,972,261.91
2001,2022-01-08,Headphones,Accessories,South,5,3290,797.82
2002,2022-11-24,Laptop,Electronics,East,1,735,139.31
2003,2024-10-24,Tablet,Electronics,North,3,3336,798.26
2004,2022-10-03,Keyboard,Accessories,West,3,2082,346.53
2005,2024-07-18,Keyboard,Accessories,East,2,1340,129.89
2006,2022-03-13,Laptop,Electronics,East,5,1160,227.13
2007,2024-09-21,Monitor,Accessories,East,4,1272,299.84
2008,2022-01-14,Printer,Office,West,3,2817,588.47
2009,2024-03-05,Monitor,Accessories,East,3,1464,264.67
2010,2023-02-13,Headphones,Accessories,West,1,307,60.51
2011,2022-10-01,Tablet,Electronics,West,6,5706,1306.92
2012,2024-05-25,Headphones,Accessories,North,1,1112,100.47
2013,2023-07-15,Keyboard,Accessories,West,1,1147,133.48
2014,2023-02-11,Laptop,Electronics,North,2,330,66.57
2015,2023-07-12,Monitor,Accessories,North,4,2176,250.89
2016,2022-03-19,Headphones,Accessories,South,7,7616,1317.79
2017,2024-07-16,Printer,Office,North,1,1091,258.3
2018,2024-04-03,Tablet,Electronics,East,2,1026,279.76
2019,2024-11-17,Tablet,Electronics,West,2,210,42.04
2020,2022-09-17,Printer,Office,North,2,180,10.78
2021,2024-09-12,Tablet,Electronics,North,4,380,72.88
2022,2023-08-13,Monitor,Accessories,West,8,7664,1580.55
2023,2022-10-22,Smartphone,Electronics,East,8,6056,1029.9
2024,2022-01-28,Mouse,Accessories,North,6,606,104.52
2025,2024-03-30,Monitor,Accessories,North,3,750,193.86
2026,2024-12-11,Printer,Office,East,2,1218,218.88
2027,2023-03-26,Laptop,Electronics,West,2,2162,355.45
2028,2023-03-13,Headphones,Accessories,East,9,2223,347.01
2029,2023-09-19,Smartphone,Electronics,West,7,4452,920.05
2030,2022-02-08,Printer,Office,West,1,184,50.19
2031,2022-04-05,Headphones,Accessories,North,3,288,77.38
2032,2024-01-24,Camera,Electronics,West,2,834,150.12
2033,2023-08-20,Keyboard,Accessories,East,5,4025,923.17
2034,2023-09-08,Headphones,Accessories,West,7,4732,1084.28
2035,2022-05-19,Headphones,Accessories,West,5,4025,407.72
2036,2023-07-15,Printer,Office,South,8,2416,500.93
2037,2024-03-16,Tablet,Electronics,North,7,1897,524.69
2038,2022-04-16,Mouse,Accessories,East,4,840,190.13
2039,2022-01-02,Mouse,Accessories,North,8,6600,360.45
2040,2022-10-20,Laptop,Electronics,West,2,2362,342.27
2041,2024-02-04,Headphones,Accessories,South,6,2958,577.27
2042,2024-03-22,Tablet,Electronics,East,1,477,56.49
2043,2022-06-04,Keyboard,Accessories,North,3,942,84.8
2044,2023-01-21,Camera,Electronics,East,2,2084,586.72
2045,2023-08-16,Tablet,Electronics,West,6,4584,473.37
2046,2022-05-28,Printer,Office,East,1,1118,319.28
2047,2024-04-30,Mouse,Accessories,North,9,4005,652.15
2048,2024-03-04,Smartwatch,Electronics,East,5,4610,1293.37
2049,2024-10-14,Keyboard,Accessories,South,1,551,86.84
2050,2022-08-05,Printer,Office,West,1,75,19.29
2051,2023-12-19,Mouse,Accessories,South,6,6576,1899.67
2052,2023-03-26,Printer,Office,North,6,6432,1410.52
2053,2022-08-08,Headphones,Accessories,South,7,7763,1444.27
2054,2024-03-02,Monitor,Accessories,East,7,2240,622.29
2055,2022-12-04,Headphones,Accessories,East,6,5298,1209.88
2056,2023-07-15,Smartwatch,Electronics,North,2,116,32.27
2057,2022-02-02,Tablet,Electronics,East,8,6728,1140.19
2058,2022-12-02,Monitor,Accessories,North,5,490,55.59
2059,2024-01-26,Monitor,Accessories,North,7,2765,699.86
2060,2022-04-21,Smartphone,Electronics,West,8,2680,598.97
2061,2023-08-19,Camera,Electronics,East,2,2174,335.37
2062,2024-04-11,Monitor,Accessories,North,9,5562,1258.12
2063,2022-09-27,Smartphone,Electronics,East,8,9208,2595.33
2064,2024-08-31,Smartphone,Electronics,West,4,4512,546.71
2065,2024-03-04,Camera,Electronics,West,9,7974,1965.96
2066,2022-04-30,Monitor,Accessories,East,6,4944,1335.04
2067,2022-03-19,Printer,Office,South,3,1611,234.84
2068,2024-07-05,Smartwatch,Electronics,West,9,4599,618.89
2069,2024-03-21,Laptop,Electronics,East,6,4380,419.3
2070,2024-10-20,Headphones,Accessories,South,2,2376,580.26
2071,2023-01-03,Monitor,Accessories,South,9,6588,1800.9
2072,2022-01-05,Mouse,Accessories,East,5,3745,720.08
2073,2022-06-18,Camera,Electronics,North,5,5305,1389.25
2074,2023-05-19,Tablet,Electronics,North,8,1608,332.12
2075,2024-07-18,Monitor,Accessories,East,9,4977,745.81
2076,2022-02-09,Smartphone,Electronics,East,7,4529,273.97
2077,2024-04-15,Camera,Electronics,West,7,4690,319.42
2078,2024-11-12,Keyboard,Accessories,East,4,2424,544.07
2079,2024-11-27,Keyboard,Accessories,North,6,3594,610.77
2080,2022-05-03,Keyboard,Accessories,North,7,3962,491.9
2081,2024-03-14,Camera,Electronics,East,2,944,149.38
2082,2022-12-20,Smartwatch,Electronics,West,6,6792,1787.97
2083,2023-03-06,Tablet,Electronics,North,7,6804,1383.81
2084,2024-09-20,Camera,Electronics,South,6,816,98.75
2085,2022-07-10,Monitor,Accessories,North,6,5916,544.59
2086,2022-06-17,Mouse,Accessories,South,5,5730,310.58
2087,2024-05-13,Headphones,Accessories,East,7,8288,785.54
2088,2022-06-24,Headphones,Accessories,South,2,2046,394.93
2089,2022-06-05,Tablet,Electronics,East,9,5031,1149.48
2090,2022-03-10,Keyboard,Accessories,South,9,1764,417.95
2091,2022-07-23,Laptop,Electronics,South,8,1880,486.88
2092,2023-12-25,Smartwatch,Electronics,West,2,200,10.45
2093,2022-10-06,Mouse,Accessories,East,3,2688,476.77
2094,2023-01-02,Laptop,Electronics,West,4,3216,213.81
2095,2023-12-21,Camera,Electronics,East,8,8440,1504.18
2096,2024-04-26,Tablet,Electronics,East,7,1582,208.42
2097,2024-07-12,Laptop,Electronics,North,1,58,10.79
2098,2022-03-26,Smartwatch,Electronics,West,8,608,163.18
2099,2024-11-19,Smartphone,Electronics,North,3,183,41.82
2100,2024-07-02,Monitor,Accessories,West,5,3105,744.26
2101,2023-04-13,Monitor,Accessories,North,5,2450,485.18
2102,2022-12-05,Laptop,Electronics,North,3,3024,622.29
2103,2023-04-20,Printer,Office,East,4,3856,747.79
2104,2024-03-11,Keyboard,Accessories,West,7,532,121.03
2105,2023-02-19,Smartphone,Electronics,South,4,3152,307.62
2106,2023-12-04,Monitor,Accessories,East,9,8586,1555.82
2107,2022-10-21,Monitor,Accessories,South,2,1046,273.38
2108,2022-02-15,Tablet,Electronics,West,4,3452,560.31
2109,2022-03-12,Monitor,Accessories,West,4,2368,361.02
2110,2022-10-20,Camera,Electronics,South,2,1924,422.25
2111,2022-09-19,Laptop,Electronics,West,5,4580,1148.06
2112,2024-11-02,Headphones,Accessories,East,5,3735,423.94
2113,2023-05-13,Monitor,Accessories,North,4,2476,417.16
2114,2023-07-13,Laptop,Electronics,South,2,162,16.51
2115,2022-07-04,Printer,Office,West,3,258,38.03
2116,2022-03-19,Keyboard,Accessories,East,4,3524,998.29
2117,2023-05-27,Smartwatch,Electronics,South,8,6184,1796.9
2118,2023-03-07,Monitor,Accessories,West,6,3750,645.69
2119,2022-04-15,Mouse,Accessories,South,5,1465,424.64
2120,2024-03-28,Camera,Electronics,North,4,4480,412.05
2121,2024-02-29,Laptop,Electronics,North,8,1544,281.22
2122,2024-01-21,Headphones,Accessories,North,9,7974,1181.04
2123,2024-03-30,Printer,Office,East,5,5920,1679.15
2124,2024-10-02,Smartwatch,Electronics,South,8,8792,2045.54
2125,2023-12-18,Smartwatch,Electronics,East,1,294,52.37
2126,2022-01-23,Camera,Electronics,East,7,1169,264.37
2127,2024-02-14,Camera,Electronics,West,8,9232,880.52
2128,2023-10-09,Headphones,Accessories,South,4,1396,135.48
2129,2024-01-23,Camera,Electronics,North,9,10188,1408.18
2130,2022-09-13,Monitor,Accessories,West,2,222,23.65
2131,2024-04-03,Monitor,Accessories,West,2,1328,358.07
2132,2024-11-06,Printer,Office,East,9,5085,488.63
2133,2024-08-02,Mouse,Accessories,West,3,1245,229.73
2134,2022-08-18,Tablet,Electronics,South,2,960,124.02
2135,2024-03-03,Smartphone,Electronics,West,9,5553,329.79
2136,2023-09-10,Keyboard,Accessories,North,2,1790,236.76
2137,2024-07-11,Keyboard,Accessories,West,8,2712,247.84
2138,2024-05-06,Laptop,Electronics,North,1,632,89.14
2139,2022-01-13,Headphones,Accessories,South,8,4904,520.74
2140,2022-12-05,Keyboard,Accessories,South,1,361,58.8
2141,2022-02-11,Printer,Office,West,9,7290,841.07
2142,2024-03-08,Smartwatch,Electronics,South,4,2052,181.64
2143,2024-05-21,Mouse,Accessories,North,3,1842,112.85
2144,2023-12-06,Mouse,Accessories,North,9,10593,2488.69
2145,2022-08-28,Camera,Electronics,South,6,1218,129.36
2146,2023-11-19,Mouse,Accessories,South,5,4240,426.41
2147,2024-10-29,Keyboard,Accessories,East,2,226,38.52
2148,2022-03-25,Camera,Electronics,East,6,5154,1072.8
2149,2023-07-30,Mouse,Accessories,North,6,1236,304.88
2150,2022-11-14,Tablet,Electronics,South,1,1179,159.42
2151,2024-12-29,Printer,Office,West,5,2275,313.5
2152,2023-05-21,Smartwatch,Electronics,North,7,6188,1231.3
2153,2023-12-16,Headphones,Accessories,West,3,2946,666.99
2154,2023-09-10,Headphones,Accessories,South,5,5085,1172.12
2155,2022-05-02,Keyboard,Accessories,North,2,712,205.53
2156,2023-02-03,Smartwatch,Electronics,East,6,648,62.25
2157,2023-02-02,Mouse,Accessories,North,5,2735,483.2
2158,2022-12-26,Printer,Office,North,6,2910,173.45
2159,2022-05-15,Smartwatch,Electronics,South,1,263,69.39
2160,2023-12-05,Smartphone,Electronics,North,2,876,66.68
2161,2023-11-05,Mouse,Accessories,West,1,913,162.24
2162,2024-10-13,Laptop,Electronics,South,9,594,93.92
2163,2022-02-27,Headphones,Accessories,South,2,956,202.14
2164,2024-06-17,Laptop,Electronics,East,7,7301,2026.43
2165,2023-05-14,Headphones,Accessories,South,6,5754,1628.61
2166,2022-06-21,Headphones,Accessories,East,4,1372,274.47
2167,2022-07-08,Headphones,Accessories,North,8,920,214.27
2168,2024-01-18,Smartphone,Electronics,North,3,885,150.79
2169,2024-12-30,Camera,Electronics,North,1,379,39.41
2170,2024-09-09,Headphones,Accessories,West,8,1024,201.92
2171,2024-05-04,Keyboard,Accessories,West,4,4312,388.48
2172,2023-06-06,Mouse,Accessories,East,5,5030,540.73
2173,2022-01-31,Smartphone,Electronics,West,2,1438,315.83
2174,2022-04-07,Keyboard,Accessories,South,1,419,108.36
2175,2022-02-24,Headphones,Accessories,East,3,3519,935.72
2176,2022-04-03,Tablet,Electronics,East,8,2912,451.97
2177,2023-02-20,Smartphone,Electronics,North,5,4005,226.09
2178,2023-08-22,Smartwatch,Electronics,South,5,2075,271.71
2179,2023-02-23,Laptop,Electronics,South,2,120,7.74
2180,2024-08-12,Camera,Electronics,North,4,564,32.8
2181,2023-10-01,Smartwatch,Electronics,East,2,486,62.58
2182,2023-04-15,Smartwatch,Electronics,East,2,1488,342.87
2183,2023-02-24,Laptop,Electronics,West,6,3096,277.68
2184,2022-11-04,Smartwatch,Electronics,West,8,6488,1845.07
2185,2024-04-11,Smartwatch,Electronics,West,4,4284,848.44
2186,2022-07-05,Smartwatch,Electronics,North,8,1864,110.81
2187,2024-05-08,Camera,Electronics,West,5,4435,954.12
2188,2024-10-03,Camera,Electronics,East,4,3296,460.98
2189,2023-05-05,Mouse,Accessories,East,3,780,217.92
